adservice&qps,adservice&count,cartservice&qps,cartservice&count,checkoutservice&qps,checkoutservice&count,currencyservice&qps,currencyservice&count,emailservice&qps,emailservice&count,frontend&qps,frontend&count,paymentservice&qps,paymentservice&count,productcatalogservice&qps,productcatalogservice&count,recommendationservice&qps,recommendationservice&count,shippingservice&qps,shippingservice&count,slo_reward
1.3666666666666667,1.0,2.333333333333334,1.0,0.0333333333333333,1.0,6.866666666666667,1.0,0.0333333333333333,1.0,2.333333333333333,1.0,0.0333333333333333,1.0,14.0,1.0,1.8666666666666667,1.0,0.6666666666666666,1.0,1.0
1.3666666666666667,1.0,2.333333333333334,4.0,0.0333333333333333,4.0,6.866666666666667,3.0,0.0333333333333333,3.0,2.333333333333333,5.0,0.0333333333333333,1.0,14.0,4.0,1.8666666666666667,2.0,0.6666666666666666,1.0,1.0
1.3666666666666667,3.0,2.333333333333334,5.0,0.0333333333333333,4.0,6.866666666666667,4.0,0.0333333333333333,4.0,2.333333333333333,4.0,0.0333333333333333,3.0,14.0,1.0,1.8666666666666667,5.0,0.6666666666666666,3.0,1.0
1.3666666666666667,3.0,2.333333333333334,2.0,0.0333333333333333,1.0,6.866666666666667,5.0,0.0333333333333333,4.0,2.333333333333333,4.0,0.0333333333333333,3.0,14.0,5.0,1.8666666666666667,3.0,0.6666666666666666,3.0,1.0
1.3666666666666667,3.0,2.333333333333334,2.0,0.0333333333333333,1.0,6.866666666666667,3.0,0.0333333333333333,5.0,2.333333333333333,1.0,0.0333333333333333,5.0,14.0,5.0,1.8666666666666667,2.0,0.6666666666666666,4.0,1.0
1.3666666666666667,1.0,2.333333333333334,4.0,0.0333333333333333,4.0,6.866666666666667,2.0,0.0333333333333333,1.0,2.333333333333333,5.0,0.0333333333333333,3.0,14.0,5.0,1.8666666666666667,4.0,0.6666666666666666,4.0,1.0
1.3666666666666667,4.0,2.333333333333334,1.0,0.0333333333333333,2.0,6.866666666666667,3.0,0.0333333333333333,3.0,2.333333333333333,1.0,0.0333333333333333,3.0,14.0,1.0,1.8666666666666667,4.0,0.6666666666666666,4.0,1.0
1.3666666666666667,5.0,2.333333333333334,4.0,0.0333333333333333,2.0,6.866666666666667,5.0,0.0333333333333333,3.0,2.333333333333333,2.0,0.0333333333333333,5.0,14.0,2.0,1.8666666666666667,1.0,0.6666666666666666,3.0,1.0
1.3666666666666667,4.0,2.333333333333334,1.0,0.0333333333333333,3.0,6.866666666666667,1.0,0.0333333333333333,4.0,2.333333333333333,3.0,0.0333333333333333,2.0,14.0,2.0,1.8666666666666667,3.0,0.6666666666666666,4.0,1.0
1.3666666666666667,5.0,2.333333333333334,3.0,0.0333333333333333,1.0,6.866666666666667,5.0,0.0333333333333333,4.0,2.333333333333333,4.0,0.0333333333333333,1.0,14.0,2.0,1.8666666666666667,4.0,0.6666666666666666,5.0,1.0
1.3666666666666667,3.0,2.333333333333334,5.0,0.0333333333333333,5.0,6.866666666666667,2.0,0.0333333333333333,5.0,2.333333333333333,2.0,0.0333333333333333,2.0,14.0,4.0,1.8666666666666667,4.0,0.6666666666666666,1.0,1.0
1.3666666666666667,1.0,2.333333333333334,1.0,0.0333333333333333,1.0,6.866666666666667,1.0,0.0333333333333333,1.0,2.333333333333333,1.0,0.0333333333333333,1.0,14.0,1.0,1.8666666666666667,1.0,0.6666666666666666,1.0,1.0
1.3666666666666667,5.0,2.333333333333334,1.0,0.0333333333333333,5.0,6.866666666666667,1.0,0.0333333333333333,4.0,2.333333333333333,4.0,0.0333333333333333,4.0,14.0,4.0,1.8666666666666667,3.0,0.6666666666666666,4.0,1.0
1.3666666666666667,2.0,2.333333333333334,4.0,0.0333333333333333,3.0,6.866666666666667,3.0,0.0333333333333333,3.0,2.333333333333333,3.0,0.0333333333333333,1.0,14.0,1.0,1.8666666666666667,2.0,0.6666666666666666,1.0,1.0
1.3666666666666667,3.0,2.333333333333334,4.0,0.0333333333333333,4.0,6.866666666666667,3.0,0.0333333333333333,5.0,2.333333333333333,3.0,0.0333333333333333,1.0,14.0,4.0,1.8666666666666667,3.0,0.6666666666666666,4.0,1.0
1.3666666666666667,3.0,2.333333333333334,3.0,0.0333333333333333,1.0,6.866666666666667,3.0,0.0333333333333333,4.0,2.333333333333333,2.0,0.0333333333333333,4.0,14.0,1.0,1.8666666666666667,2.0,0.6666666666666666,3.0,1.0
1.3666666666666667,5.0,2.333333333333334,2.0,0.0333333333333333,2.0,6.866666666666667,3.0,0.0333333333333333,5.0,2.333333333333333,5.0,0.0333333333333333,1.0,14.0,2.0,1.8666666666666667,5.0,0.6666666666666666,1.0,1.0
1.3666666666666667,5.0,2.333333333333334,2.0,0.0333333333333333,5.0,6.866666666666667,2.0,0.0333333333333333,3.0,2.333333333333333,4.0,0.0333333333333333,1.0,14.0,3.0,1.8666666666666667,3.0,0.6666666666666666,4.0,1.0
1.3666666666666667,5.0,2.333333333333334,4.0,0.0333333333333333,3.0,6.866666666666667,3.0,0.0333333333333333,3.0,2.333333333333333,5.0,0.0333333333333333,2.0,14.0,1.0,1.8666666666666667,2.0,0.6666666666666666,1.0,1.0
1.3666666666666667,1.0,2.333333333333334,1.0,0.0333333333333333,4.0,6.866666666666667,4.0,0.0333333333333333,4.0,2.333333333333333,3.0,0.0333333333333333,4.0,14.0,1.0,1.8666666666666667,5.0,0.6666666666666666,3.0,1.0
1.3666666666666667,5.0,2.333333333333334,1.0,0.0333333333333333,3.0,6.866666666666667,4.0,0.0333333333333333,3.0,2.333333333333333,3.0,0.0333333333333333,1.0,14.0,2.0,1.8666666666666667,2.0,0.6666666666666666,2.0,1.0
1.3666666666666667,4.0,2.333333333333334,4.0,0.0333333333333333,4.0,6.866666666666667,2.0,0.0333333333333333,5.0,2.333333333333333,1.0,0.0333333333333333,2.0,14.0,1.0,1.8666666666666667,2.0,0.6666666666666666,5.0,1.0
1.3666666666666667,1.0,2.333333333333334,1.0,0.0333333333333333,1.0,6.866666666666667,1.0,0.0333333333333333,1.0,2.333333333333333,1.0,0.0333333333333333,1.0,14.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0
